Latitude,Longitude,Ba,Cr,Cu,Mn,Ni,V,Zn,As,Bi,Co,Mo,Pb,Sb,Sn,U,Label
53.7269477,-7.6239015,43.3,20.5,14.7,887,13.1,32.9,102,5.37,0.1035,6.22,1.35,21.9,0.282,0.81,1.19,C1
53.6047079,-8.2248888,33.3,15.9,10.3,485,18.15,23.5,54.9,7.62,0.0703,4.88,0.78,18.25,0.346,0.52,1.085,C1
53.4725272,-8.6461392,13.9,11.15,21.7,306,13.2,23.7,36.7,6.68,0.0763,2.94,0.8,12.85,0.373,0.39,1.355,C1
53.4719537,-8.5603527,26.4,14.3,10.7,415,28.4,24.7,52.5,8.59,0.0829,5.3,1.18,17.2,0.401,0.48,1.085,C1
53.4528218,-8.5944358,13.4,6.62,22.6,109.5,6.45,12.9,20.6,3.92,0.0682,1.28,0.5,11.9,0.207,0.52,0.909,C1
53.3499777,-8.4032602,23.3,15.15,6.55,509,16.45,27.7,50.6,5.86,0.0835,4.73,1.03,13.55,0.231,0.5,1.155,C1
53.6864078,-8.1743619,73.1,32.4,28.1,1260,50.1,50.2,101,17.9,0.1285,12.4,1.25,32.3,0.524,0.94,1.49,C1
53.4393966,-8.6483452,14.6,7.15,12.2,60.4,6.28,12.1,16.9,3.82,0.055,1.39,0.37,10.2,0.172,0.62,0.853,C1
53.7217163,-8.5838736,65.5,4.9,38.8,108.5,5.84,8.4,22.6,6.64,0.0682,1.78,0.83,14.25,0.393,0.83,0.764,C1
53.7079599,-7.474985,39.7,20.8,11.65,212,17.15,33.8,65.3,3.83,0.0682,3.64,1.14,16.2,0.333,0.71,0.902,C1
53.1614052,-7.4874689,322,7.53,11.5,1315,11.3,9.5,40.3,6.26,0.0839,3.27,0.65,10.9,1.18,0.66,0.824,C1
53.3653425,-8.7692876,22.3,12.5,25,222,14.15,20.5,30.9,6.52,0.071,4.02,0.98,11,0.312,0.38,1.04,C1
53.417785,-8.623501,21.2,13.6,24.2,455,13.8,23.2,41.8,6.33,0.0826,3.73,0.81,13.7,0.32,0.65,1.23,C1
53.4745093,-8.6728409,18.7,8.6,33,142,11.4,14.9,36.9,5.46,0.0655,2.12,0.77,11.5,0.274,0.71,1.24,C1
53.3635175,-8.7439291,21.8,13.7,19.95,259,15.75,21.2,33.9,5.57,0.0719,3.74,0.95,11.65,0.286,0.5,1.15,C1
53.3619737,-8.7051492,27.8,16.3,26.6,339,20.9,26.7,45,6.13,0.0869,5.1,0.99,20.5,0.33,0.8,1.39,C1
53.5080173,-7.6787017,91.8,25.4,15.3,981,29.8,26.2,110,6.3,0.1135,10.25,1.25,24.2,0.26,0.76,0.803,C1
53.7933641,-8.496903,17.5,0.9,3.28,25.9,1.6,1,13.9,2.45,0.0221,0.605,0.29,8.88,0.138,0.15,0.219,C1
53.4333027,-8.5559927,21.7,11.1,47.6,262,14.55,19.5,36,8.46,0.218,3.69,0.9,14.6,0.385,0.59,1.435,C1
53.3966485,-8.6817297,21.3,15.45,24.6,341,14.8,23,56.3,4.72,0.067,3.15,0.91,22.5,0.516,0.6,1.58,C1
53.7396787,-7.5010041,36.6,18.85,24.4,411,13.15,27.8,75.2,3.8,0.0796,3.03,1.28,16.85,0.259,0.74,1.08,C1
53.3836462,-8.6802897,19.3,14.6,27.3,231,15.4,24.3,32.8,5,0.0676,3.25,0.67,18.15,0.278,0.82,1.24,C1
53.3821749,-8.6541483,19.4,14.65,29.9,237,14.4,25.1,33.4,7.39,0.1575,2.93,0.6,17.9,0.327,0.68,3.17,C1
53.723579,-8.1017102,155.5,15.95,13.3,242,12.35,25.7,56,7.27,0.0697,5.11,0.57,27.5,0.268,0.65,0.785,C1
53.9463203,-8.2251352,68.5,25.6,17.35,1235,38.6,35.6,104,11.35,0.1685,12.75,1.45,20.5,0.288,1.08,1.07,C1
53.418399,-8.6449427,17.8,8.95,6.02,25.2,9.42,11.7,24.7,2.42,0.0582,1.845,0.21,11.45,0.174,0.45,0.932,C1
53.4006202,-8.7033672,25.8,14.45,23.5,207,19.8,26.5,57.6,6.14,0.0939,4.5,0.88,15.05,0.326,0.51,1.11,C1
53.5098794,-8.5621638,19.9,9.81,15.2,234,13.35,18,29.4,6.64,0.0541,3.5,0.72,11.1,0.286,0.4,0.829,C1
53.3837617,-8.4962871,14.1,7.28,15.85,62.4,7,12.5,19.9,3.8,0.0754,1.295,0.46,8.86,0.187,0.5,0.896,C1
53.7262919,-7.7076103,50.2,33.3,14.2,633,38,34.3,104,6.42,0.0958,9.13,1.6,15.65,0.317,0.81,1.53,C1
53.5628946,-8.7411887,18.1,12.5,23.8,553,11.5,23.2,59.8,5.86,0.0695,3.34,0.67,19.2,0.308,0.42,0.904,C1
53.6678302,-8.4707204,21.6,8.26,17.4,228,8.71,14.1,28.1,5.67,0.052,2.69,0.52,13.55,0.271,0.48,0.776,C1
53.4169438,-8.5573286,17.4,9.55,8.19,68.9,8.8,15.8,26.7,4.26,0.062,2.01,0.77,12.65,0.22,0.37,0.814,C1
53.5608631,-7.4750138,55.6,27.6,27.6,919,57,40.2,133,7.75,0.157,16.05,2.8,19,0.645,0.66,1.15,C1
53.3962978,-8.5313383,19.2,11.9,34.6,238,13.25,18.2,38.9,6.16,0.0671,3.59,1.01,11.7,0.298,0.47,1.05,C1
53.7299982,-8.0253489,407,26.9,10.5,515,21.6,35.3,74.6,8.75,0.0757,8.43,0.57,34.5,0.185,0.69,1.01,C1
53.6913148,-7.5532558,38.7,21.6,14.5,526,26.8,33.8,71,6.67,0.0871,7.19,2.31,16.65,0.479,0.63,0.949,C1
53.4171908,-8.5306961,17.6,9.41,12.75,120.5,13.1,15.9,29.9,5.29,0.0537,2.84,0.72,10.35,0.251,0.3,0.667,C1
53.381741,-8.5571996,13.4,5.99,9.1,43.5,7.04,8.8,20.7,1.69,0.0411,1.48,0.45,10.3,0.169,0.64,0.636,C1
53.721396,-7.4382951,117.5,32.2,16.3,180.5,35.6,38.3,75.6,11.15,0.0872,8.36,0.86,14.6,0.245,0.55,2.11,C1
53.6931513,-7.8917657,52,19.8,15.2,903,20.3,26.1,75.1,9.3,0.0782,8.27,1.21,24.9,0.424,0.71,1.67,C1
53.4326307,-8.4898448,25.6,10.2,9.83,406,21.7,17,50.1,7.19,0.0581,5.16,0.85,13.2,0.332,0.37,1.96,C1
53.365075,-8.4382824,21.3,19,19.15,484,26.2,32.7,54.2,10.85,0.0941,6.06,1.35,18.65,0.589,0.49,1.47,C1
53.667958,-8.4925681,22.4,8.62,11.8,143,10.55,14.1,30.3,3.85,0.0503,2.72,0.47,11.2,0.17,0.42,0.907,C1
53.1324395,-8.3748377,110,20.2,29.7,1525,31.2,19.2,105,12.75,0.1235,10.85,1,51.6,0.501,0.74,1.28,C1
53.3979942,-8.4387858,28.8,20.4,27.2,184,29.5,28.1,43.7,9.38,0.117,4.11,0.99,20.2,0.469,0.55,12.7,C1
53.4384249,-8.4653692,23.2,11.55,12.5,298,16.65,19.4,38.6,6.97,0.0629,4.3,0.92,13.3,0.279,0.47,0.935,C1
53.7390272,-7.4726729,50.3,23.5,40.8,599,22.5,34.3,85.6,5.24,0.0748,5.57,1.66,16.5,0.708,0.88,1.21,C1
53.381887,-8.5270115,19.3,10.95,14.35,137.5,10.75,18.5,33.1,6.65,0.068,2.73,0.91,12.45,0.271,0.46,0.78,C1
53.780341,-8.4306866,33.5,14.85,14.95,596,25.2,19,54.1,7.95,0.1165,6.57,0.88,12.7,0.251,0.59,0.593,C1
53.738245,-8.4630806,37.7,15.15,23.3,618,23.9,22.9,59.3,8.94,0.091,7.94,1.15,20.7,0.326,0.53,1.21,C1
53.5205231,-8.7143819,23.9,10.85,8.43,206,14.45,17.9,38.1,9.04,0.0473,3.14,0.77,12.1,0.189,0.28,1.945,C1
53.5227677,-8.5516597,19.5,5.36,19.6,43.9,4.12,6.9,13.7,2.92,0.043,0.823,0.32,9.42,0.16,0.35,1.01,C1
53.5277949,-8.6862458,7,0.61,1.73,13.8,1.01,0.9,7.4,0.91,0.0118,0.209,0.25,10.75,0.083,0.11,0.313,C1
53.5215215,-8.6155693,7.9,0.61,1.89,5.7,0.72,1,12.3,1.12,0.0371,0.161,0.17,10.45,0.148,0.22,0.066,C1
53.653784,-8.4760994,26.2,13,25.3,272,14.7,19.6,36.3,7.6,0.0764,4.66,1.08,13.05,0.266,0.47,0.726,C1
53.2049718,-8.7293735,53.8,18.9,16.6,1895,44.9,23.3,89.5,7.36,0.114,11.3,1.07,17.3,0.329,0.71,1.11,C1
53.5053343,-8.5283747,20.3,7.3,15.4,51.7,8.07,9.2,29.4,2.86,0.0468,1.875,0.52,13.3,0.19,0.49,1.425,C1
53.7554895,-8.4598892,37.2,17.9,14.15,551,30.2,25.5,61.8,10.05,0.0979,9.04,1.1,20.4,0.343,0.86,1.2,C1
53.5406294,-8.6434646,18.2,8.91,26.7,333,9.64,13.6,37.6,5.11,0.0499,2.74,1.01,11.95,0.217,0.34,0.879,C1
53.883391,-8.4737753,31,12.55,28.9,45.4,13.7,19.2,31.3,4.64,0.0956,2.53,0.43,15.05,0.234,0.72,0.945,C1
53.4187512,-8.4979876,24.2,14.1,13.2,534,16.65,22.3,56.8,7.32,0.0652,5.39,0.96,15,0.29,0.44,1.505,C1
53.8531857,-8.3831112,80.3,12.55,14.75,155,14.8,18.6,44.9,4.78,0.0778,4.24,0.52,15.25,0.278,0.56,0.772,C1
53.5284048,-8.6510452,30,10.1,9.82,85.7,13.7,15.4,20.1,4.95,0.0479,2.63,0.64,11.9,0.2,0.36,3.56,C1
53.7071753,-8.5563692,19.5,6.94,13.7,264,5.9,15.2,18.7,4.71,0.0383,2.03,0.67,9.54,0.159,0.3,0.505,C1
53.4016924,-8.4635554,20.8,12.25,17.25,208,16.3,21.3,46,7.15,0.0629,4.2,0.86,14.2,0.321,0.42,0.999,C1
53.400636,-8.4983324,18.5,9.73,14.9,296,13.35,17.5,34,6.38,0.0569,3.56,1.01,11.45,0.324,0.4,0.962,C1
53.3621017,-8.495555,14.9,11.75,7.23,337,12.35,20.8,35.2,5.61,0.0643,3.93,1.07,11.75,0.263,0.47,0.756,C1
53.5661869,-7.7990008,59.1,16.25,6.43,195.5,17.9,23.2,64.9,6.57,0.0618,4.93,0.59,19.15,0.236,0.51,0.862,C1
53.8721,-8.2262422,43.9,20.8,17.4,762,28.1,30.4,97.7,7.5,0.1365,9.9,1.16,18.05,0.311,0.89,0.958,C1
53.6697228,-7.7724997,87.3,22.6,21.9,1190,23.1,27.9,95.1,14.45,0.084,8.3,1.34,27,0.633,0.89,1.07,C1
53.7570147,-8.4388928,28.6,17.1,14.1,647,21.1,30.4,57.3,9.54,0.0855,7.12,1.1,15.85,0.286,0.47,0.949,C1
53.6533323,-8.2917062,56.4,23.3,10.05,526,31.3,36.1,57.1,15.45,0.0857,9.63,1.13,23,0.383,0.61,1.585,C1
53.686876,-8.4688439,21.6,9.76,23.9,172.5,12.25,19,30.5,6,0.0581,3.32,0.81,14.5,0.254,0.52,0.985,C1
53.5623012,-8.6417107,19.9,11.65,33.2,302,14.7,20.2,37.8,6.97,0.0687,3.03,1.1,11.45,0.316,0.45,1.43,C1
53.4352831,-8.5253694,17.4,8.45,18.65,99.5,7.78,15.3,24.1,5.08,0.0602,2.17,0.52,10.65,0.203,0.53,0.784,C1
53.6884578,-8.4998456,25.2,12.35,8.88,665,16.45,30.8,38,7.17,0.0664,5.35,0.99,15.35,0.291,0.43,1.025,C1
53.1311652,-8.4045864,83.9,27.6,28,265,32.6,37.6,48.3,7.81,0.112,6.69,0.58,23.6,0.285,0.66,4.75,C1
53.3798633,-8.5853502,31.3,15.55,29.3,241,21.4,23.5,49,9.77,0.0815,5.5,1.2,14.7,0.362,0.62,1.68,C1
53.8482671,-8.4748376,33.8,8.39,8.72,94.4,6.87,13.6,22.1,8.27,0.0662,2.36,0.48,11.6,0.138,0.66,0.708,C1
53.5601016,-8.5531863,16,6.42,18.7,55,4.53,12.7,17.6,3.52,0.0391,1.12,0.35,9.66,0.16,0.32,0.724,C1
53.8299938,-8.3813355,37.3,19.05,14.6,644,23.5,28.6,70.2,10.15,0.111,8.54,1.41,16.95,0.28,0.7,1.09,C1
53.5639105,-7.7817618,70.9,18,18.5,987,23.1,27.3,83.6,8.23,0.0688,7.79,1.18,28.6,0.516,1.08,0.83,C1
53.7459087,-8.176472,50.5,20,20,667,24.4,35.4,54,8.71,0.096,8.13,1.55,17.25,0.426,0.66,1.405,C1
53.7064382,-8.4396084,25.7,9.71,25.2,101,11.3,14.4,30.3,3.73,0.0674,2.08,0.41,12.85,0.168,0.53,1.24,C1
53.4513384,-8.4982933,2.6,0.37,0.08,10.3,0.62,0.8,5.6,0.34,0.0018,0.149,0.09,1.475,0.02,0.06,0.199,C1
53.7809279,-8.4119583,50.7,22.4,9.86,406,27.4,32.5,55.7,11.65,0.1115,7.38,0.68,17.2,0.291,0.73,1.01,C1
53.2540195,-8.3511478,34.5,14.85,29.9,681,27.8,21.2,47.7,6.82,0.0822,7.74,1.04,15,0.321,0.76,1.265,C1
53.7438066,-7.4466806,96.7,38.3,23.9,693,39.2,41.1,86.1,5.74,0.0869,11.5,1.26,15.2,0.321,0.8,0.933,C1
53.6298818,-8.5302912,52.3,8.84,10.35,480,16.1,14.8,42.1,13.9,0.0607,5.77,0.51,22.1,0.274,0.4,2.17,C1
53.3118186,-8.4030959,17,9.41,4.7,30.7,8.55,16,18.7,3.54,0.0592,1.39,0.41,12.1,0.12,0.44,0.551,C1
53.3322026,-8.4093218,22.2,13.2,6.42,479,12.35,23.5,42.1,4.88,0.0667,4.68,0.85,11.65,0.184,0.49,1.02,C1
53.5210907,-7.6470775,108,22.7,14.6,684,29.6,26,107,9.5,0.1025,9.54,1.31,31.3,0.416,0.6,0.843,C1
53.791475,-8.376571,42.8,27.7,19.35,903,39.4,40.7,98.2,16.95,0.1515,13.7,2.14,21.5,0.412,0.88,1.36,C1
53.7278435,-8.4131515,29.4,15.15,8.08,119.5,19.7,24.6,34.4,4.33,0.0818,3.59,0.3,16.05,0.179,0.53,0.93,C1
53.1329019,-8.3436761,140,23.9,49.8,2040,52,28,136,14.7,0.1445,12.35,1.28,70.4,0.787,0.8,1.4,C1
53.1823805,-8.4664088,38.5,19.6,18.65,346,25.8,27.2,34.2,13.8,0.0841,4.59,0.6,19.4,0.244,0.45,1.57,C1
53.5743797,-8.4997831,7.9,0.75,1.19,0.05,1.04,1.4,10.8,1.34,0.0623,0.195,0.19,16.25,0.156,0.28,0.083,C1
53.2576341,-7.5706773,54.7,17.55,11.95,787,27.4,24.1,74.9,8.91,0.0842,8.62,0.93,25,0.443,0.63,0.929,C1
53.1686186,-7.3846569,62.7,12.3,8.7,563,18.2,15.9,48.8,9.33,0.0842,5.6,0.88,20.2,0.427,0.63,0.927,C1
53.7575132,-8.1960327,59.2,25.2,29.4,822,32.4,43.7,69.2,9.88,0.0963,10.1,1.59,22.1,0.49,0.92,2.52,C1
53.1843513,-7.3572972,76.1,20.4,12.25,926,29.6,24.6,84.2,7.5,0.0976,8.47,0.86,29.1,0.416,0.68,0.839,C1
53.2409153,-7.3882631,131,21.7,14.2,233,34.3,29.9,55.4,8.98,0.1055,8.45,0.71,21.7,0.334,0.6,0.813,C1
53.7018926,-8.4063415,38.3,16.35,28.4,555,25.3,26,66.1,8.56,0.0856,7.31,1.13,18,0.326,0.7,1.1,C1
53.726065,-8.4783541,32,14.1,17.5,502,15.45,24,40.8,6.66,0.0731,6.39,0.89,13.7,0.233,0.53,0.973,C1
53.7768351,-8.37509,38.2,20,25.5,892,22.7,29.2,69.4,12.25,0.135,10.25,1.32,18.3,0.323,0.68,1.185,C1
53.2768031,-8.4005629,25.8,11.25,20.3,54.9,11.1,17.2,26.8,3.86,0.0625,1.82,0.45,13.85,0.195,0.69,0.958,C1
53.2214591,-8.4928379,46.7,11.3,18,833,34.6,14.9,60.1,6.19,0.0767,7.37,2.07,13.9,0.35,0.54,5.11,C1
53.2517216,-8.258827,45.6,19.5,8.32,560,25.5,27,51.7,7.87,0.0915,6.73,1.91,15.4,0.253,0.68,0.867,C1
53.8096908,-8.3513532,39.3,23.6,25.4,773,30.5,36.1,82.4,13.35,0.1415,11.5,1.5,20.3,0.339,0.81,1.03,C1
53.2575693,-8.4048485,62.8,14.85,17.95,809,30.1,20.3,34,5.53,0.0888,6.71,0.68,18.75,0.249,0.62,3.47,C1
53.2363771,-8.4922305,52.2,18.2,8.74,569,25.3,25.9,34.9,11.05,0.0835,6.27,0.62,15.9,0.176,0.5,1.51,C1
53.202583,-8.2271955,40.4,15.9,12.7,317,24.8,21.3,35.3,6.04,0.0946,4.5,0.49,13.25,0.237,0.64,0.725,C1
53.8845301,-8.3482539,45.6,20.2,34.7,973,27.3,29.2,89.9,7.74,0.123,9.15,1.83,24.4,0.285,1.16,1.05,C1
53.7562416,-8.7463306,31.7,8.68,48.7,119.5,7.23,10.7,43.4,5.97,0.0888,1.895,0.61,13.8,0.203,0.58,1.015,C1
53.144785,-8.2839485,116.5,19.7,33.6,2040,44.4,27.6,126.5,13.75,0.1135,10.1,1.65,56.4,0.704,0.65,1.1,C1
53.6155461,-8.5334812,34.4,10.55,8.4,156,9.57,16,32.6,4.07,0.0511,2.73,0.33,14.95,0.17,0.42,1.345,C1
53.2964299,-8.2288175,30.4,13.25,11.25,714,24.7,21.3,62.9,5.77,0.0633,7.99,1.47,15.4,0.279,0.52,0.834,C1
53.6564033,-8.257137,56.3,23.8,15.3,724,30,39.4,87.3,12.3,0.0851,9.66,2.02,27.8,0.471,0.72,1.38,C1
53.2779195,-8.3692275,23.1,11.05,17.5,89.8,10,16,31.4,3.55,0.0728,2.4,0.42,12.55,0.143,0.5,0.807,C1
53.148794,-8.3446847,223,29.4,20.4,1100,43.4,33.2,122.5,9.9,0.147,9.8,0.99,48,0.347,0.76,1.75,C1
53.1432056,-8.3119129,146,22.2,22,1605,34.8,29.9,104,11.5,0.1295,9.43,1.64,52.5,0.409,0.61,1.11,C1
53.5075981,-8.494868,2.7,0.39,1.11,4.9,0.41,0.7,8.2,0.34,0.0107,0.139,0.12,2.57,0.051,0.07,0.091,C1
53.4742183,-8.526633,31.2,12.15,32.2,182.5,12.5,18.9,35,7.16,0.0686,3.48,0.53,16.25,0.265,1.07,1.39,C1
53.261825,-8.1371187,20.6,9.72,6.48,35.1,10.6,13.3,26.3,3.37,0.0524,2.1,0.4,10.5,0.136,0.51,0.872,C1
53.7402961,-8.3833729,34.2,20,12.4,788,27.9,35.2,58.1,10.4,0.0981,8.5,1.38,17.5,0.259,0.57,1.185,C1
53.262047,-8.0070029,49.8,18.25,15.65,597,24,23.3,87.3,7.75,0.0827,6.83,1.16,19.35,0.25,0.7,0.84,C1
53.7976266,-8.3507365,40.7,29.4,36,655,33.1,40.1,83.7,16.45,0.1695,11.4,1.63,20.9,0.283,0.86,1.385,C1
53.8148624,-8.3818966,63.1,24.4,10.55,359,22,34,72.2,7.27,0.1175,6.66,0.51,19,0.146,1.16,1.365,C1
53.4411841,-7.71615,132,30.6,19.35,1695,44.5,45.8,134,9.3,0.1335,14.35,1.96,30.5,0.379,0.84,0.868,C1
53.2768144,-8.2246505,27.9,17.15,10.25,427,28.2,22.9,40.8,5.41,0.0672,6.44,1.09,10.2,0.224,0.39,0.813,C1
53.3826968,-8.4685186,11.2,16.85,28.4,67.3,20,13,20.4,3.83,0.0667,2.17,0.28,11.35,0.327,0.48,7.2,C1
53.1684523,-8.1997121,71.8,19.4,22.8,1395,50.2,31.4,92.3,13.2,0.115,9.96,1.48,23.5,0.625,0.7,1.365,C1
53.3251819,-8.3224068,19.7,8.44,16.8,97.7,19.35,16.9,33.9,6.17,0.0658,2.92,1.44,14.15,0.21,0.61,3.26,C1
53.1859668,-8.2830534,44.5,18.8,15.4,1075,28,34.1,69.8,8.03,0.0975,6.76,1.09,17.5,0.302,0.55,0.956,C1
53.2915609,-8.2867043,31,14.6,23,519,34.4,21.6,52.9,7.66,0.078,6.63,1.15,19.8,0.345,1.29,2.78,C1
53.2913377,-8.3146845,27.9,16.25,14.65,385,13.3,24.2,39.4,6.39,0.0762,5.33,1.07,11.8,0.225,0.56,1.105,C1
53.2785112,-8.3164641,17.4,10.4,4.68,41.6,11.25,13.9,21.4,2.68,0.0529,2.24,0.43,11.1,0.132,0.42,0.849,C1
53.1826122,-8.1948267,44,15.6,13.5,665,22.8,23.1,61.5,7.95,0.135,6.79,0.96,17.1,0.305,0.58,0.927,C1
53.2203166,-8.3746009,38.9,19.75,18.95,177,26.8,37.8,32.8,6.68,0.095,4.9,0.67,16.25,0.204,0.55,5.12,C1
53.3145147,-8.2766255,20.3,13.35,8.5,115,13.7,17,37.9,2.66,0.0589,1.765,0.31,11.85,0.163,0.45,1.01,C1
53.2391669,-8.1426629,36.6,15.7,10.75,205,25.7,21.7,49.6,6.02,0.0806,5.06,0.68,13.75,0.216,0.63,0.743,C1
53.1847336,-8.157695,45.1,15.1,13.4,1220,33.2,23.2,59.3,6.19,0.0908,9.07,1.12,16.9,0.246,0.68,0.859,C1
53.3827056,-7.5390784,101,17.85,18.55,1145,36.2,23.8,147.5,9.16,0.0914,10.45,1.15,33.5,0.706,0.54,0.674,C1
53.1856346,-8.1068991,52.1,19.5,14.05,668,33.8,29.8,61.6,7.92,0.0952,7.7,0.98,21.4,0.339,0.79,0.988,C1
53.2193013,-8.4021974,43.5,18.45,11.75,461,28.2,28.3,41.9,4.14,0.0808,5.75,0.51,12.25,0.201,0.63,0.998,C1
53.1850079,-7.7830946,58.9,15.4,17.55,874,26.1,19.7,66.1,8.72,0.0787,7.03,0.9,19.8,0.434,0.58,0.8,C1
53.3088565,-8.2553317,24.1,12.75,16.25,446,18.5,19.6,53.5,7.08,0.0734,4.85,0.9,17.9,0.32,0.93,1.555,C1
53.5628908,-8.2309301,30,15.25,25.6,286,12.9,26.8,49.6,7.38,0.068,3.54,0.64,15.35,0.273,0.52,1.205,C1
53.3973708,-8.3708462,25.3,15.5,10.1,498,24.8,27.9,71.9,9.77,0.0757,8.1,1.38,15.4,0.411,0.45,1.255,C1
53.3301687,-8.3417612,16.2,11.2,5.63,62.9,14.3,17.9,27.7,5.46,0.0591,2.84,0.61,10.5,0.179,0.39,1.195,C1
53.3292112,-8.0796707,29.6,14.2,15.65,637,22.4,21.1,78.5,6.95,0.0647,6.18,1.36,17,0.348,0.56,0.963,C1
53.2016195,-8.2865981,38.1,15.75,26.9,913,24.9,27.4,55.6,9.14,0.096,7.88,1.04,15.35,0.337,0.56,1.27,C1
53.2547666,-8.223756,37.6,17.6,14.55,603,26.9,24.6,51.3,8.35,0.0966,8,1.18,18.8,0.328,0.72,1.095,C1
53.1127415,-8.2569621,64.3,11.65,15.5,333,24.1,14.6,40.3,5.88,0.0738,4.19,0.79,14.1,0.292,0.44,1.865,C1
53.3983281,-8.319336,21.4,10.7,7.08,178.5,14.8,20.4,42.6,5.96,0.0622,4.13,0.86,13.75,0.258,0.38,0.738,C1
53.2385099,-8.3454046,28.5,10.7,15.4,164.5,23.1,19.2,30.8,5.72,0.072,5.19,0.94,13.35,0.243,0.76,2.11,C1
53.1856955,-8.1353655,44.7,19.9,13.4,881,33.8,32.8,76.9,6.99,0.0927,7.89,1.62,22.6,0.286,0.6,1.085,C1
53.1497007,-7.5983296,74.5,15.75,10.45,1100,22.2,20.6,70.3,9.99,0.0947,7.61,0.97,23,0.54,0.62,0.769,C1
53.2555559,-8.1936742,27.9,13.55,7.78,74.6,20.3,18.7,21.9,7.13,0.0707,4.35,0.4,14.05,0.157,0.46,1.41,C1
53.1681025,-8.3191958,21.4,10.25,16.75,202,25.8,14.4,72.5,5.67,0.0388,3.38,0.84,12.55,0.398,0.28,4.21,C1
53.3649478,-7.7754961,212,26.6,27.7,956,43.2,28.7,118.5,12.9,0.133,13.6,1.4,37,0.819,0.73,0.885,C1
53.2748232,-8.1916777,38.9,14.9,10.2,724,21.3,26,58.4,6.76,0.0787,6.85,1.21,16.05,0.288,0.71,1.045,C1
53.2231277,-8.3160412,34.4,13.9,23.5,945,26,20.8,48,7.17,0.0857,7.86,0.93,26.8,0.286,0.62,1.095,C1
53.3991641,-7.6815225,133,19.25,18.35,1665,49.3,25.9,131,9.94,0.12,11.4,1.36,31.5,0.668,0.6,0.962,C1
53.5266534,-8.0459167,38.4,13.05,13.3,1025,19.85,21.5,58.6,7.33,0.077,10.6,1.18,14.9,0.393,0.61,1.02,C1
53.4440774,-6.771361,71.5,23,26,1280,41,38.7,125.5,9.84,0.112,12.05,3.68,24.2,1.11,0.66,1.395,C1
53.4036747,-8.351175,24.8,4.04,16.1,295,28.7,19,26.6,7.85,0.0281,2.06,2.1,6.81,0.962,0.3,10.7,C1
53.2025777,-8.1890661,59.9,21.7,17.2,1005,35,31.1,60.5,10.6,0.1165,8.42,1.48,18.5,0.339,1.03,0.951,C1
53.3109554,-8.3202144,32.1,14.35,14.1,669,25.2,21.6,58.3,6.95,0.0729,6.55,1.28,15.9,0.329,0.8,1.23,C1
53.3950925,-7.538208,102,29.5,18.35,814,44.3,39.9,121.5,10.55,0.146,13.6,1.2,27.9,0.375,0.75,0.947,C1
53.2400456,-8.291842,40.7,16.25,25.9,728,36.3,23.7,56.3,9.8,0.111,8.37,1.18,15,0.3,0.71,1.375,C1
53.7752029,-7.3459487,107.5,44.6,34.1,513,49.6,41.6,104,5.73,0.101,11.6,0.75,16.1,0.393,1.08,0.855,C1
53.3093341,-8.1683842,24,11.8,12.05,98.2,15.7,17,50.4,5.32,0.0671,3.34,0.5,16.25,0.31,0.4,2.16,C1
53.2351001,-8.104551,49.9,17.85,12.35,984,27.1,26.1,75.9,7.03,0.1045,8.11,1.2,15.65,0.194,0.68,1.165,C1
53.219428,-8.3444577,40.4,15,18.05,451,26,22.1,41,6.17,0.1015,6.06,0.98,16.85,0.242,0.51,2.78,C1
53.1700348,-8.283472,84.3,21.2,47.7,1650,50.6,39,129.5,17.5,0.1395,8.87,2.04,46.7,0.657,2.29,1.605,C1
53.2406702,-8.2324296,52.7,21.3,13.4,841,31.8,31,74.2,12.15,0.1245,8.5,1.67,22.6,0.296,0.81,1.37,C1
53.1196773,-8.0789405,88.7,22.1,21.7,1340,45.3,28.7,89.3,12.4,0.1485,10.7,1.49,43.5,0.445,0.89,1.4,C1
53.222092,-8.2848782,27.8,13.5,13.95,655,20.8,22.8,50.6,7.78,0.0922,6.45,0.91,18.65,0.305,0.55,1,C1
53.3488358,-8.349313,23.7,11.25,6.74,225,9.58,18.5,42.1,4.95,0.0694,2.95,0.71,11.8,0.131,0.51,2.01,C1
53.2003469,-7.0554719,93.4,18.5,12.4,841,27.8,22.9,114.5,7.53,0.0928,7.29,0.72,24.4,0.296,0.63,0.638,C1
53.3785312,-7.7519387,131.5,23.6,20.5,873,40.7,30,146.5,10.65,0.133,11.4,1.47,32.9,0.488,0.61,0.766,C1
53.2732277,-8.2806012,30.4,14.2,10.1,603,19.5,20.7,46.6,5.58,0.0871,6.05,1.13,11.7,0.178,0.6,1.5,C1
53.2759813,-8.1685531,36.8,14.2,9.51,324,13.55,23.8,45.2,5.93,0.0869,5.61,0.87,16.4,0.163,0.52,0.755,C1
53.2760649,-8.3464265,32.8,13.55,10.65,199.5,22.8,19.7,44.4,5.8,0.0943,4.93,0.83,15.9,0.17,0.56,1.12,C1
53.5947364,-8.1874869,49.1,21.5,6.75,90.9,17.3,32.6,46.8,6.91,0.0813,4.78,0.86,20.6,0.17,0.58,1.715,C1
53.3828194,-8.4286515,22.6,11.45,14.75,195.5,14.9,18.7,33.8,6.32,0.076,3.45,0.71,12.5,0.281,0.42,1.125,C1
