Latitude,Longitude,Ba,Cr,Cu,Mn,Ni,V,Zn,As,Bi,Co,Mo,Pb,Sb,Sn,U,Label
53.5228097,-7.5838145,118.5,15.25,21,444,31.6,18.4,79.9,7.45,0.0955,6.77,2.41,16,0.629,0.5,9.81,C4
53.5793748,-7.0834857,12.1,0.64,3.75,11.7,1.61,2.3,29.6,3.71,0.1775,0.264,0.29,124,0.866,0.9,0.089,C4
53.5093799,-7.4958177,57.5,22.8,19.35,1485,30.2,52.1,111.5,11.45,0.142,10.8,3.07,22.9,0.827,0.59,1.05,C4
53.1543325,-7.5737571,147,19.3,24.2,2230,21.6,24.5,103.5,10.3,0.1065,7.71,0.81,26,1.085,0.7,0.993,C4
53.4204552,-7.5041509,75.7,22.9,29,1500,42.5,28,119,11.05,0.145,10.75,1.55,22.8,0.539,3.52,1.46,C4
53.3282547,-7.4477837,82.2,18.1,20.8,395,25.6,26.9,62.2,10.9,0.1015,5.5,0.56,23,0.752,2.46,4.86,C4
53.3587855,-7.2897755,187.5,38.2,21.5,331,49.2,54.2,68.1,6.5,0.1055,10.5,0.98,20.8,0.295,0.77,5.43,C4
53.4187197,-7.4465814,102,8.22,17.1,418,28.7,12.1,50.9,22.3,0.1075,5.9,1.68,27.6,0.559,0.66,1.795,C4
53.3624899,-7.2708177,126.5,34.5,20.2,389,39.3,38.3,67.5,13.8,0.0978,9.99,2.15,18.5,0.488,0.73,6.52,C4
53.4391707,-7.4166416,29.4,2.25,11.65,87.1,12,3.7,26.5,2.15,0.0704,1.29,1.53,28.1,0.529,0.41,4.22,C4
53.2746493,-7.3871667,117.5,19.8,28.5,584,43.2,22.9,75.9,13.35,0.1085,9.12,0.68,19.4,0.335,0.52,0.968,C4
53.7363872,-7.1369897,320,17.6,17.45,1495,19.25,27,105,5.19,0.1025,9.94,1.11,19.35,0.517,0.66,0.801,C4
53.4897488,-7.344235,52,24.9,24.7,1320,50.7,52.2,164,10.55,0.207,11.9,3.93,21.7,1.25,0.79,1.48,C4
53.4489152,-7.3836062,51.5,20.2,23.2,340,46.6,34.2,87.2,8.56,0.1545,9.06,2.35,19.35,0.484,0.58,6.36,C4
53.275793,-7.4144927,77,19.1,20.7,454,31.3,23.5,98.3,17.4,0.0986,7.82,1.08,20.2,0.471,0.65,0.827,C4
53.2948005,-7.3298899,79.6,11.4,11.1,122.5,21.5,14,90.7,10.05,0.1,4.58,0.54,28.6,0.602,2.44,1.15,C4
53.7239697,-7.1406528,254,22.4,18.5,1200,30.6,30.5,111,8.09,0.1165,10.05,1.01,33,0.911,0.71,0.867,C4
53.3479179,-7.6300419,136,23,28.1,1035,49.1,32,147,15.1,0.142,15.7,1.76,74.4,0.755,2.65,0.969,C4
53.2377665,-7.2963793,99,16.9,30.9,285,37.9,24.5,61.5,14.9,0.1,8.57,0.59,21,0.514,0.86,1.44,C4
53.6527725,-6.9875952,86.9,25.2,20.4,778,39.6,51.4,117.5,9.77,0.129,8.59,3.56,38.7,1.57,1.38,1.975,C4
53.1676449,-8.5307689,47,23,27.4,921,36.8,25.2,82.3,19.35,0.1635,13.2,0.88,24,0.405,0.66,0.906,C4
53.4568208,-7.1723888,91.1,15.6,24.5,393,36.9,25.4,80.1,20.7,0.0944,6.06,2,17.25,0.631,0.45,2.67,C4
53.5067725,-7.324394,62.1,26.9,30.8,921,43.1,55.6,142,11,0.167,11.1,2.71,30.2,0.956,0.87,1.76,C4
53.4002534,-7.1780128,82.4,21.8,24.9,349,28.6,28.4,68.9,4.33,0.1005,5.5,0.49,21.8,0.385,0.61,2.81,C4
53.5247255,-7.0441811,30.1,1.16,3.91,129,4,2.1,59.8,7.74,0.0506,1.07,1.1,94.6,1.34,0.34,0.204,C4
53.3978595,-7.0837246,95.8,12.45,23.3,493,39,22.6,64.3,21,0.075,5.92,1.67,23.9,0.797,1.21,6.88,C4
53.3819653,-7.1393231,124,16.3,34.9,474,38.7,25.9,68.5,13.75,0.0823,6.19,1.39,16.15,0.692,0.38,6.41,C4
53.7205275,-6.7971709,127.5,31,25.2,883,32.3,45.4,88.8,9.57,0.161,10.55,0.89,60.4,0.514,0.71,1.015,C4
53.7580647,-7.0740634,92.8,22.5,13.9,635,20.9,32.1,105.5,8.04,0.124,7.56,0.81,33,0.398,0.78,0.512,C4
53.7607092,-7.1064079,121,24.1,12.25,984,17.55,38.7,120,10.55,0.1035,6.74,1,36.6,0.544,0.72,1.185,C4
53.6298424,-7.0499987,41.3,22.4,21.2,638,45,53.4,139,12.95,0.1395,10.05,6.01,26.5,1.33,0.59,1.735,C4
53.7205034,-6.7744029,103.5,25.5,19.15,831,27.5,29.9,82.9,9.29,0.1055,9.94,1.01,64.7,0.696,1.06,1.07,C4
53.3267286,-7.2020149,122.5,6.4,25.1,225,10.75,7.9,37.6,8.4,0.0801,5.03,0.82,25.4,0.325,0.53,0.982,C4
53.3454586,-7.4980553,160,9.59,24.1,295,29.8,11.4,74.5,22.9,0.106,7.11,1.84,23.8,0.795,1.06,5.79,C4
53.2554164,-7.1393496,99.3,2.52,18.9,219,3.61,3.3,16.6,6.75,0.0593,0.902,1.11,15.9,0.221,0.36,0.936,C4
53.2024884,-7.2142173,183,9.94,7.83,1645,18,13.7,32.8,21.7,0.0497,3.72,4.97,13.05,0.324,0.34,1.875,C4
53.15091,-7.1105312,137.5,13.7,21.1,450,24,21.1,48.2,19,0.0732,5.19,1.62,13.5,0.582,0.47,4.87,C4
53.6083991,-7.1112755,42,22.9,21.1,570,30.2,54.8,119.5,10.2,0.1395,9.46,5.06,36.1,1.91,1.12,1.34,C4
53.3229969,-7.1138282,59,22.9,19.5,179,25.1,23.6,65.4,3.34,0.0752,5.8,0.3,17.6,0.196,0.5,0.921,C4
53.2834665,-6.9976392,105.5,4.23,8.21,267,15.85,6.7,73.1,14.25,0.0137,3.94,2.03,6.19,0.215,0.06,2.58,C4
53.2007696,-7.1152003,255,5.76,15.5,522,15.2,10.6,60.3,17.85,0.0663,4.51,2.85,16,0.375,0.49,3.13,C4
53.6473399,-7.0425885,48.4,22.2,18.95,770,37.1,62.5,123,12.25,0.144,8.21,4.59,23.8,1.64,0.82,1.26,C4
53.5999444,-7.1661786,69,15.35,31.3,1375,69.3,22.5,195.5,10.9,0.121,9.61,1.71,19.15,0.819,0.55,1.24,C4
53.2932688,-7.0615657,44,8.46,7.92,229,22.8,8.1,53,23.2,0.0378,6.37,1.85,7.26,0.281,0.16,1.92,C4
53.1993754,-7.1750842,102.5,12.5,7.45,163,18.6,16.8,38.2,21.4,0.0614,4.3,1.58,14.05,0.236,0.31,0.605,C4
53.2768549,-7.2285187,132.5,1.49,5.37,388,18.2,1.9,19.4,17.85,0.0058,4.36,3.19,0.49,0.176,0.05,3.32,C4
53.3953317,-7.2021745,58.5,1.81,6.97,77.7,5.85,2.9,34.2,3.14,0.0454,0.86,1.4,14.4,0.265,0.55,0.826,C4
53.2913569,-7.1747971,152.5,3.11,9.2,1120,6.98,4.4,20.6,19,0.0541,1.02,4.45,13.95,0.193,0.32,1.24,C4
53.4221757,-7.2275889,57.2,1.21,2.68,225,5.22,1.8,8.5,3.26,0.0538,0.453,2.44,20.6,0.396,0.3,0.824,C4
