Latitude,Longitude,Ba,Cr,Cu,Mn,Ni,V,Zn,As,Bi,Co,Mo,Pb,Sb,Sn,U,Label
53.3780968,-7.2886426,128.5,2.98,43.8,404,7.72,3.3,49.1,24.7,0.0191,1.61,5.34,3.95,0.165,0.18,2.17,C5
53.4050249,-7.2677747,60.9,4.7,9.39,181,10.5,4.5,28.2,7.92,0.0289,1.425,4.82,5.98,0.267,0.22,3.29,C5
53.3803927,-7.2569723,162.5,2.39,4.26,728,14.7,2.8,19.4,18.15,0.0099,2.97,3.97,1.84,0.163,0.04,1.935,C5
53.434488,-7.2047361,37.2,0.77,3.1,616,10.5,0.9,6.1,13.05,0.0033,4.79,2.69,0.261,0.149,0.01,4.9,C5
53.73742,-6.835424,388,40,21.5,400,34.3,46.4,62.6,7.29,0.157,9.83,0.32,61.5,0.404,1.05,1.575,C5
53.3639721,-7.1238684,15.5,1.24,3.48,13,1.81,2.3,25.6,2.76,0.162,0.321,0.4,83.9,1.3,0.81,0.186,C5
53.7179579,-6.737804,444,45.9,32.8,395,38.8,54.9,89.8,11.65,0.165,12.25,0.49,43.8,0.483,1.35,2.05,C5
53.7417082,-6.8001578,588,57.6,35.5,1235,55,59,132,15.5,0.186,20,1.17,23.3,0.498,0.91,6.18,C5
53.1410081,-6.8227854,47.8,15.05,14.25,571,14.55,19.8,67.1,5.35,0.1025,5.38,0.79,125,0.829,1.55,0.475,C5
53.3122642,-7.5371526,168.5,11.3,20.2,201,34.3,14.8,40.1,28.9,0.0795,6.99,4.33,18.9,0.56,0.71,12.45,C5
53.3111617,-7.2027104,279,20.3,26.3,821,36.2,27.5,70.9,24.6,0.1015,7.37,1.96,34.2,0.468,0.68,17.25,C5
53.1478571,-6.9662011,106,24.9,11.15,191,13.4,8.9,334,4.71,0.0666,1.695,1.67,18.65,0.769,0.41,12.25,C5
53.7229822,-6.9021324,706,50.8,25.6,894,51.5,59.1,68.4,5.34,0.1885,15.35,0.45,21.2,0.597,1.28,1.28,C5
53.7382762,-6.8590421,337,36.3,26.1,994,31.3,55.5,85.7,9.46,0.1725,11.5,0.83,67.2,0.608,2.75,1.4,C5
53.7934508,-6.8089997,263,42.4,30,2180,36.3,51.5,89.4,11.7,0.1435,11.3,2.52,18.2,0.653,3.35,2.16,C5
53.5297903,-7.2870064,62.3,15.45,17.9,391,29.1,27.1,64.4,22,0.106,5.75,4.53,24.3,0.44,1.37,3.4,C5
53.3225851,-7.0275317,14.6,1.24,3.75,10.9,1.71,2.9,50.2,4.08,0.1705,0.338,0.41,131,1.1,1.1,0.128,C5
53.2312128,-6.6760828,92.4,32,21.8,527,31.6,46,131,19.6,0.1515,7,2.81,36.1,1.295,1.24,4.23,C5
53.2378724,-6.9114166,204,8.69,12.25,735,12.45,12.1,40.1,5.9,0.0806,3.16,1.75,28.2,0.684,1.76,12.25,C5
53.2321425,-6.8129178,14.4,1.1,3.62,7.2,1.59,2.6,27.8,2.99,0.1355,0.342,0.3,117,1.605,0.82,0.097,C5
53.2695858,-7.602152,218,21.5,13.9,2150,30.4,30.3,89.1,29.6,0.124,9.33,3.06,24.7,0.287,0.61,0.994,C5
53.3624361,-8.0489556,129,6.65,64.2,1445,36.4,7.7,52.4,69,0.0855,12.45,6.86,28.2,0.902,0.62,10.25,C5
53.1724439,-6.6408796,122,26.1,23.5,321,40.1,38.3,126.5,21,0.134,8.89,1.94,30.9,0.802,0.74,6.45,C5
53.4013308,-7.2276661,110,8.83,5.13,187,15.8,15.4,33.9,29.6,0.0212,3.9,6.21,3.87,0.153,0.14,1.22,C5
