Latitude,Longitude,Ba,Cr,Cu,Mn,Ni,V,Zn,As,Bi,Co,Mo,Pb,Sb,Sn,U,Label
53.2760627,-7.6927824,15.6,3.29,1.89,27.8,6.14,2.9,8.2,1.18,0.0011,0.245,1.34,0.182,0.267,0.03,9.78,C3
53.1312973,-8.4913431,31.6,3.28,1.96,313,2.07,4.5,5.9,1.85,0.0519,1.915,0.28,11.85,0.156,0.32,0.585,C3
53.1489756,-8.4610999,72.7,15.9,25.8,924,27.2,18.5,53.5,8.46,0.1035,7.47,0.63,22.5,0.271,0.98,3.43,C3
53.1305219,-8.5256653,32.1,4.78,1.7,5.8,1.2,8.3,3.1,1.76,0.0572,0.561,0.11,7.13,0.076,0.28,0.308,C3
53.7098548,-8.5933866,76.5,4.61,10.35,19.3,8.13,5.9,14.6,26.2,0.0718,2.07,1.78,53.3,0.282,0.63,1.59,C3
53.1683671,-8.4011829,104.5,28.6,26.2,3870,93.6,35.5,209,12.45,0.217,19.95,1.66,50.6,0.645,0.74,0.927,C3
53.1853458,-8.3774823,75.5,21.5,9.78,755,30,46.7,89.2,10,0.09,7.09,2.07,28.1,0.446,0.63,1.135,C3
53.1280391,-8.2789532,119.5,18.9,25.4,446,23.2,23.6,44.5,8.45,0.1025,5.76,0.94,26.1,0.292,0.88,1.35,C3
53.2011755,-8.4108117,67.8,24.4,12.55,1145,31.4,40.3,108,9.27,0.0908,7.08,1.73,25.1,0.336,0.66,1.005,C3
53.1466547,-8.1638776,104,16.8,15.3,575,26.5,22.1,83.1,7.52,0.0826,5.06,0.46,33.3,0.285,0.87,0.644,C3
53.2344122,-8.457659,59.3,18.55,36.3,2590,79.5,30.8,71.1,13.7,0.124,19.85,1.12,18.2,0.512,0.77,1.305,C3
53.3308374,-7.9553968,29.6,5,18,137.5,7.82,8.3,34,3.67,0.0676,1.935,0.83,18.3,0.383,1.33,1.035,C3
53.1114449,-8.0139828,90.2,20.5,11.8,277,25.3,28.3,69,7.43,0.121,6.81,0.92,38.8,0.2,0.72,1.15,C3
53.170254,-8.0479305,84.8,21.4,24.4,266,29.5,30.8,69.1,5.24,0.135,6.04,0.54,28.4,0.265,0.79,1.755,C3
53.1310144,-8.1053146,86.6,18.95,10.8,333,23,24.9,48.9,9.29,0.1145,5.32,1.02,38.6,0.355,0.83,1.585,C3
53.2039991,-8.0727049,38,9.66,22.5,410,37.8,14.7,56.8,10.7,0.0645,7.5,1.21,13.75,0.503,0.52,4.97,C3
53.3499417,-8.0763757,40.7,15.15,62.6,198,45.7,22.6,69.4,11.1,0.0958,6.46,0.51,20.5,0.919,0.83,4.1,C3
53.1111942,-8.1605623,79.4,28.5,31.7,559,32.4,31,87,8.45,0.1415,5.53,0.67,26.9,0.236,0.89,1.155,C3
53.2758471,-8.0679395,42.1,6.12,9.65,301,12.55,9.4,23.7,6.02,0.0721,2.05,0.73,31.3,0.34,1.6,4.06,C3
53.1499288,-8.0163566,170,6.06,10.65,382,14.9,9,22.6,4.84,0.0533,1.44,1.12,24.6,0.468,0.36,6.78,C3
53.2046401,-8.0488515,11.9,1.07,4.05,48,6.64,2,21.3,3.66,0.0118,1.205,0.63,10.45,0.131,0.39,1.365,C3
53.2425126,-8.161367,24.3,8.3,16.45,202,37.8,11.8,51.5,11.3,0.0519,6.34,3.68,21.5,0.595,0.53,7.2,C3
53.2043479,-8.1362322,56.2,17,23.6,1075,41,22.6,68.9,8.21,0.105,8.59,1.07,40.3,0.377,2.6,0.908,C3
53.1107884,-7.9816984,79.3,22,12.1,443,30.8,30.2,86.3,12.45,0.107,8.25,1.19,34.1,0.312,0.79,1.085,C3
53.3114368,-8.105487,19.6,27.4,59.1,269,38.1,35.3,124.5,12.75,0.044,3.42,0.54,11.75,0.403,0.36,1.63,C3
53.2027165,-8.0203421,78.9,21.6,23.8,220,35.2,30.3,66,4.73,0.1075,6.98,0.42,25.4,0.346,0.66,2.59,C3
53.1320575,-8.0118979,56.1,3.49,8.8,46.9,12.8,3.8,16,2.72,0.0566,1.15,2.42,35.3,0.671,0.45,10.7,C3
53.1819708,-7.9901335,94.2,29.5,28.3,1030,42.4,28.6,117,12.7,0.119,9.76,2.35,43.2,0.471,3.02,1.455,C3
53.2361143,-8.0509689,32.5,7.13,17,249,10.8,14.8,41.9,3.58,0.056,2.35,1.22,31.8,0.336,1.36,2.62,C3
53.5056615,-8.294837,56.7,15.7,50.3,997,23.2,22,71.4,13.75,0.0997,6.51,1.07,23,0.466,1.27,0.985,C3
53.5109743,-8.3148907,54.3,15.25,54.9,904,21.9,21.3,81.4,12.6,0.1025,6.42,1.24,26.1,0.393,0.7,1.195,C3
53.1637522,-7.7800771,17.6,4.19,9.3,92.1,7.3,5,28.3,2.16,0.0493,1.715,0.49,19.85,0.25,0.31,0.82,C3
53.3430557,-7.9866122,50.4,9.25,64.2,507,12.2,10.8,50.7,8.36,0.103,2.66,0.66,22.9,0.719,1.06,3.08,C3
53.4580707,-8.0197395,67.1,24.9,55.6,1230,43.7,34.9,94.9,15.15,0.1125,15.3,1.2,24.5,0.545,0.93,1.565,C3
53.2787944,-7.984459,24.3,3.41,6.4,56.2,12.05,5,16.5,5.31,0.0317,1.95,1.13,2.98,0.117,0.11,0.601,C3
53.4071021,-8.0442703,42.3,19.7,54.3,764,49.8,26.1,114,14.55,0.1115,15.7,1.02,20.3,0.49,0.9,1.66,C3
53.4375679,-7.9848514,31.5,9.28,33.3,401,15.85,13.9,39.5,7.67,0.0615,5.31,0.81,30,0.446,0.74,0.724,C3
53.9039979,-8.263932,53.5,29.1,29.8,658,40,39.2,87.7,10.85,0.1735,12.65,0.93,19.35,0.362,3.19,1.315,C3
53.6904934,-8.4364,23.6,9.15,13.1,116,17.65,15.2,22.9,5.89,0.0648,5.79,0.4,23.7,0.276,0.55,4.18,C3
53.7247299,-8.4994876,40,3.61,29.1,174.5,6.85,5.9,24.2,3.61,0.0746,1.825,0.67,25.1,0.314,4.36,1.165,C3
53.7234227,-8.4386038,21.2,6.56,12.7,319,13.45,14.7,37.7,4.69,0.0609,3.14,0.89,28.7,0.364,1.1,2.98,C3
53.9087986,-8.1025077,92.4,12.95,40.1,325,22.3,19,46.5,6.94,0.1245,5.72,1.16,25.1,0.472,1.42,1.59,C3
53.883339,-8.1448263,73,29.4,91,942,36.5,41.6,102,12.05,0.18,14.15,2.22,25.1,0.45,1.34,1.53,C3
53.381732,-7.9266263,34.5,2.68,17.65,80.8,3.39,6.1,30.7,1.72,0.0769,0.438,0.97,24.6,0.393,1.59,2.15,C3
53.2942696,-7.9590194,16.1,1.68,4.56,59.1,11.4,2.6,12,4.97,0.0072,1.855,1.09,1.3,0.075,0.05,0.156,C3
53.4673991,-7.8618214,41,20,11.45,247,28.6,31.9,108.5,9.11,0.0771,6.4,1.17,36.2,0.433,0.63,0.661,C3
53.3128153,-7.8996347,28.2,3.54,6.12,63.4,5.05,4.1,25,5.31,0.0367,1.305,0.92,10.8,0.239,0.29,1.01,C3
53.472014,-7.831357,47.1,16.4,16.1,1395,36.5,29.7,107.5,10.8,0.0734,9.34,1.81,23,0.752,0.98,1.295,C3
53.1835128,-7.9280434,6.7,0.84,2.21,36.8,3.77,1.1,11.2,3.62,0.011,1.445,0.9,5.66,0.119,0.07,0.592,C3
53.4517575,-7.9582045,35.7,15.55,13.45,278,23.2,23.3,54.8,5.41,0.0844,6.02,0.87,25,0.333,0.99,0.791,C3
53.4561108,-7.9298395,59.4,15.2,16.6,1255,35.1,26.6,88.6,9.43,0.0843,11.15,2.07,26.2,0.44,1.19,0.952,C3
53.6351909,-7.8903425,21.8,2.56,9.32,79,2.56,3,45.5,2.55,0.0324,0.777,0.7,14.6,0.182,0.43,0.63,C3
53.1328045,-7.9557528,68.9,19.25,21.9,314,30.5,23.2,54,11.05,0.128,7.58,0.49,40.5,0.553,2.18,2.86,C3
53.4768196,-7.8922286,45.6,18.75,12.95,1130,37.2,32.9,100,12.95,0.0772,9.04,1.56,28.3,0.658,0.82,0.797,C3
53.738914,-7.9557504,46.4,1.96,7.04,45.6,5.85,2.8,31.1,1.37,0.0185,0.914,0.61,8.15,0.162,0.22,0.841,C3
53.6194108,-7.8614299,33.8,2.31,7.15,49.2,2.69,5,25,1.45,0.0357,0.566,1.35,11.7,0.199,0.34,0.487,C3
53.3792459,-7.8675321,59.3,13.2,17.7,286,24.6,16.1,64.7,5.78,0.0788,6.39,0.73,17.55,0.327,0.77,1.285,C3
53.7438436,-7.8133537,97.8,17.15,10.95,110.5,12.15,20.9,56.3,12.05,0.0641,3.6,0.87,21.9,0.238,0.55,2.64,C3
53.6510194,-7.862188,25.6,4.67,9.93,301,6.46,6.6,44.8,3.98,0.057,2.22,0.74,18.15,0.29,0.44,1.3,C3
53.4162809,-7.8312621,45.1,14.9,12.05,998,34.9,23.9,104,7.96,0.0695,10.3,1.64,19.6,0.426,0.48,0.632,C3
53.3057393,-7.948208,79.1,4.96,13.1,193.5,8.91,6.1,66,3.82,0.0491,2.49,0.58,27.1,0.356,0.68,0.389,C3
53.3111371,-7.8365987,24.7,2.62,9.61,70,6.86,3.8,18.8,4.62,0.0381,2.15,0.61,25.8,0.268,0.44,1.05,C3
53.2380336,-7.7755475,104,19.85,12.6,166.5,21.8,27.7,75.5,7.79,0.0997,5.24,0.96,32.4,0.264,0.69,2,C3
53.5191292,-7.9148853,47.6,12.9,38,289,17.65,23.5,46,8.41,0.0675,3.8,1.06,20.7,0.461,0.77,2.53,C3
53.1289139,-7.71923,12.6,2.37,17,41.7,3.6,3,24.9,1.36,0.0284,0.595,0.76,7.83,0.224,0.26,1.04,C3
53.1855876,-7.8365984,17.5,3.14,10.25,116,6.85,4.2,40.2,1.94,0.0746,1.865,1.16,15.05,0.374,0.44,0.356,C3
53.2239391,-7.7179196,19.6,1.75,6.97,58.3,6.35,2.2,13.7,2.5,0.0086,1.44,1.27,1.17,0.101,0.06,0.815,C3
53.7760296,-7.9226607,96.9,2.82,8.6,101.5,5.15,4.1,31,1.56,0.0374,1.235,0.68,11.3,0.262,0.35,0.653,C3
53.4031095,-7.9765798,33.5,3.32,59.2,95.9,6.16,4.9,66.5,2.22,0.1555,1.435,2.57,28.1,0.604,0.85,6.71,C3
53.2071351,-7.7811869,12.6,0.77,2.12,26.8,7.82,1.5,14.4,1.86,0.00025,2.33,2.05,0.744,0.291,0.01,5.87,C3
53.4594174,-7.8841432,34.2,15.6,9.41,655,20.7,29.4,79.3,7.99,0.0734,8.77,1.78,28.3,0.501,0.52,0.753,C3
53.4344444,-7.7944182,33,17.85,11.9,542,25.2,34.2,90.6,9.44,0.1035,9.53,1.41,21.6,0.452,0.4,0.941,C3
53.6899863,-7.8283055,47.8,12.45,10.85,574,10.05,18.8,74.5,11.35,0.075,4.57,1.01,21.3,0.306,0.6,1.245,C3
53.4231796,-7.8065663,44.9,17.85,17.4,1080,30,33.4,105,7.6,0.0909,9.73,1.35,18.3,0.399,0.49,0.981,C3
53.7228545,-7.8657852,19.1,3.85,17.2,42.6,3.73,4.5,37.6,1.7,0.1065,1.105,0.56,17.7,0.215,0.32,0.927,C3
53.4386229,-7.9244514,37.8,16.4,10.25,317,23.3,33.6,56.6,7.48,0.0715,6.15,0.95,27.1,0.313,1.13,0.83,C3
53.1871278,-7.7381168,66.5,15.65,9.42,131.5,14.15,27.8,65.9,8.82,0.1125,3.87,0.49,29.5,0.206,0.56,0.58,C3
53.2550347,-7.6848575,40.7,1.6,3.04,30.9,3.36,1.9,11.3,5.02,0.0171,0.99,1.06,3.74,0.098,0.09,0.18,C3
53.2253723,-7.7748952,60.1,0.63,2.48,62,3.83,0.7,5.5,4.34,0.0031,0.259,3.6,0.289,0.084,0.01,3.16,C3
53.4324845,-7.0242412,54.2,16.05,8.88,254,18.5,20.9,66.2,5.31,0.0887,4.51,0.65,17.95,0.278,0.55,0.943,C3
53.5061074,-7.3877196,78.9,26.8,13.15,286,27.7,43.5,84.4,5.17,0.119,5.49,0.89,22.9,0.397,1.19,1.19,C3
53.5089718,-7.4443203,63.5,27.8,14.3,139.5,22.7,41.2,79.5,4.49,0.1165,5.47,0.67,18.85,0.31,0.78,2.3,C3
53.6144029,-7.3439355,37.2,14.1,12.15,333,13.8,28.6,56.9,6.9,0.0967,3.81,1.27,21.2,0.326,0.69,7.26,C3
53.5318896,-7.3628115,50.9,19.95,20.9,398,28.6,29.8,100.5,11.3,0.1925,7.25,1.64,39.4,0.641,1.86,1.425,C3
53.592933,-7.3173107,34.8,11.05,11.6,228,9.8,20,52.4,4.22,0.072,3.02,0.66,17.65,0.35,0.49,7.46,C3
53.4922673,-7.4194383,60.7,32,18.9,257,31.5,45,101.5,6.85,0.1915,7.42,0.88,15,0.27,0.66,1.485,C3
53.5424019,-7.3560918,35.8,16,19.35,368,26.4,25.6,77.8,9.88,0.122,7,1.4,45.7,0.558,1.89,0.952,C3
53.3644064,-7.3827544,71.6,20,26.3,343,21.3,25.9,70.3,9.88,0.11,6.41,0.89,24.1,0.426,0.71,1.555,C3
53.1799679,-8.502877,39.4,20.2,25.2,749,37.1,26.8,66.6,13.55,0.118,9.84,1.02,19.1,0.421,0.73,1.41,C3
53.5374161,-9.0656583,76,33.6,18.65,1280,55,54.8,148,20.8,0.178,10.05,1.56,46.3,0.61,1.18,1.745,C3
53.1656502,-8.6078807,70.8,27.2,22.1,1980,55.9,34.1,103,31.4,0.1835,15.25,1.2,38.6,1.025,0.79,1.5,C3
53.1862486,-8.5535866,32.5,18.9,14,560,38.5,26,72.6,14.05,0.115,11,1.02,22.2,0.407,0.68,1.025,C3
53.149008,-7.2962624,15.5,0.89,3.3,12.2,1.4,2.2,42.1,2.82,0.13,0.297,0.25,44,0.512,0.73,0.094,C3
53.2215675,-7.3293873,12.3,0.79,3.04,7.7,1.38,2,30.4,2.82,0.1235,0.288,0.2,39.3,0.395,0.53,0.076,C3
53.5616104,-7.1364635,171,14.6,32,1730,45.6,22.2,159,12.25,0.1195,9.62,2.86,118.5,1.875,0.47,3.35,C3
53.1712805,-7.3301272,13.7,0.91,5.14,22.5,1.38,2.3,21.6,2.69,0.118,0.246,0.26,35.6,0.587,0.91,0.084,C3
53.1636527,-7.2960078,13.3,0.96,4.26,14,1.4,2.2,45.4,3.38,0.1795,0.293,0.32,69.4,0.752,1,0.105,C3
53.1989722,-7.2372807,13.9,0.93,2.56,10,1.48,2.1,24.7,3.36,0.1625,0.298,0.29,56.8,0.636,0.91,0.115,C3
53.1816451,-7.3229655,17,1.22,4.13,20,2.11,2.3,23.7,3.55,0.224,0.38,0.31,52.6,0.69,0.96,0.202,C3
53.5983817,-8.7136098,30.7,17.55,28.9,292,28,43,34,13.8,0.0758,5.5,0.92,13.25,0.607,0.44,10.6,C3
53.3624878,-7.0262775,160.5,34,14.9,1330,51.9,36.6,109.5,21.6,0.0828,12,2.57,20.9,0.435,0.55,1.815,C3
53.5447778,-7.1114328,152,22.8,34.2,1830,52.7,32.9,174.5,14.8,0.126,13.35,1.81,95.6,1.44,0.59,1.87,C3
53.3623702,-7.14457,100.5,35.8,11.55,246,33.1,39,84.6,4.14,0.0864,6.26,0.53,21.1,0.247,0.73,1.835,C3
53.506043,-8.8016889,22.9,13.4,9.22,210,15.55,24.7,53.8,6.83,0.1035,3.88,0.57,45.5,0.293,2.57,1.29,C3
53.3632919,-7.0536281,94.9,34.3,12.7,95.7,32.1,35,97.5,4.79,0.0983,7.44,0.62,26.7,0.285,0.79,1.55,C3
53.2505967,-7.2406322,141,26,32,802,33.8,39.2,125.5,24.6,0.1375,10.9,2.16,26.7,0.539,0.73,4.11,C3
53.4212884,-7.0176237,55.3,17.85,7.15,162,17.55,21.7,52.9,4.41,0.0778,3.53,0.59,16.55,0.194,0.49,0.789,C3
53.6355154,-8.5618061,28.6,16.4,23,839,16.05,23.7,58,14.4,0.119,4.82,1.04,36.9,0.44,0.62,1.345,C3
53.6498518,-7.083409,46.5,16.95,17.2,959,25.7,27,98.3,6.46,0.105,7.41,2.54,21.5,0.508,0.67,2.43,C3
53.1693223,-8.2526941,79.2,22.1,14.3,150.5,18.7,31.4,70,10.85,0.111,4.03,1.18,26.8,0.257,0.82,1.375,C3
53.0962872,-6.0822851,63.4,19.45,16.8,938,21.3,26.6,65.3,10.6,0.142,7.53,1.28,23.9,0.599,0.77,0.902,C3
53.0985,-6.0492495,80.1,23.8,16.8,955,19.6,31.9,84.4,11,0.1445,7.19,1.8,24.7,0.406,0.84,1.61,C3
53.3379339,-7.1240121,63.9,31.4,11.05,414,29.1,37.6,88.8,6.88,0.0867,6.43,0.82,22.7,0.299,0.87,0.996,C3
53.3079077,-7.1404389,128,15,23.8,778,35.4,16.5,109,27.2,0.1095,6.46,2.25,24.1,0.587,0.69,3.34,C3
53.3280046,-7.3257674,85.6,21.9,26.4,290,31,25.2,104.5,7.08,0.1425,7.23,0.65,20.8,0.471,0.78,0.685,C3
53.6685834,-7.0715189,47.8,17.9,13.95,870,29.7,30.9,84.5,8.63,0.1395,8.19,2.44,21.5,0.512,0.66,1.39,C3
53.2337006,-7.1150903,11.5,1.09,2.97,29.9,1.62,2.2,48.8,2.33,0.1345,0.297,0.23,55.4,0.428,0.7,0.097,C3
53.1874585,-8.0705528,58.3,20.1,12.5,266,30,25.1,50.8,6.43,0.113,6.8,0.51,25.2,0.359,2.29,0.744,C3
53.3067105,-7.0311631,133,28.8,20.6,511,37.8,33.8,79.6,23.1,0.106,8.72,2.82,25.2,0.614,0.72,2.82,C3
53.1667723,-8.5884137,82.2,26.9,18.9,3280,44.5,41,124.5,34.2,0.155,16.35,2.11,38.9,1.02,0.9,1.32,C3
