Latitude,Longitude,Ba,Cr,Cu,Mn,Ni,V,Zn,As,Bi,Co,Mo,Pb,Sb,Sn,U,Label
53.6087769,-9.4309107,66.2,16.85,7.95,43.7,2.48,33.1,6.8,2.65,0.0558,0.88,0.2,6.65,0.281,0.37,0.451,C2
53.6085781,-9.5500549,29.3,6.49,5.25,12,3.72,7.8,14.9,2.47,0.18,0.744,0.57,49.2,0.363,1.14,0.356,C2
53.6810584,-9.5868754,32.2,9.97,4.73,11.3,6.67,6.8,9.8,2.77,0.118,0.853,0.54,25.6,0.3,0.7,0.227,C2
53.6409664,-9.6183188,28.2,7.31,3.53,9.4,5.26,5.4,7.4,2.55,0.0885,0.673,0.44,20.1,0.246,0.47,0.184,C2
53.6422693,-9.5273378,49.9,6.76,7.91,8.2,3.41,12.5,12.3,3.07,0.225,0.453,0.47,52,0.39,1.3,0.392,C2
53.6190067,-9.6485213,39.7,8.24,2.33,102,2.68,29.3,6.3,1.65,0.0776,1.21,0.37,13.45,0.159,0.34,1.885,C2
53.6781938,-9.5593748,12.3,3.21,3.77,12.6,4.11,4.2,9,1.58,0.0836,0.445,0.5,20.5,0.283,0.6,0.139,C2
53.6626534,-9.4066233,91,2.77,3.41,61.1,1.94,8.3,20.5,4.26,0.1235,1.28,0.8,35.5,0.327,0.7,0.274,C2
53.5539091,-9.4356227,71.4,13.25,22.4,297,6.22,22.7,12.1,27.4,0.144,5.12,0.99,28.9,0.321,0.68,0.991,C2
53.39055,-9.6090444,19.3,4.32,3.44,95.8,1.87,10.3,7.9,1.89,0.104,1.425,0.86,27,0.228,0.66,6.28,C2
53.3373,-9.6354144,17.3,1.81,4.81,20.6,1.18,4.7,8.7,1.23,0.0454,0.657,0.88,12.75,0.178,0.32,1.255,C2
53.6631871,-9.5615137,31,12.5,2.8,75.8,3.86,27.9,10.9,1.07,0.0759,0.873,0.34,9.67,0.124,0.44,0.419,C2
53.6258596,-9.4345418,43,4.75,2.19,9.4,1.22,11.4,4.9,1.25,0.0606,0.396,0.17,7.27,0.168,0.28,0.21,C2
53.6100668,-9.6148403,70.5,12.4,3.3,185,3.93,26.3,10.1,1.5,0.103,1.755,0.35,15.75,0.147,0.52,1.23,C2
53.5708499,-9.6512971,63.3,6.07,3.61,137.5,5.2,16.7,12,3.39,0.136,1.43,0.47,20.3,0.229,0.57,0.462,C2
53.351679,-9.607535,12.1,0.97,4.61,20.9,1.14,2.3,16.6,1.07,0.0602,0.286,0.68,11.3,0.193,0.38,0.191,C2
53.5872747,-9.590352,92.6,12.45,3.9,210,3.28,35.4,10.7,2.32,0.0967,1.87,0.3,12.4,0.144,0.46,0.771,C2
53.5398248,-9.4336981,67.6,5.27,6.59,77.8,5.15,5.7,32,2.12,0.142,0.803,0.69,29.7,0.306,0.9,0.237,C2
53.6767694,-9.5042356,13.1,1.28,3.69,9.5,1.62,2.7,19.1,1.77,0.1165,0.278,0.56,21.9,0.246,0.62,0.147,C2
53.6752254,-9.6152128,13.9,12.75,4.29,20.3,13.3,6.2,14.6,2.59,0.1255,1.58,0.93,28,0.323,0.72,0.128,C2
53.5887139,-9.4990376,119.5,30,15.45,79.1,6.63,68.1,20.8,4.19,0.161,1.71,0.52,41.3,0.301,1.01,1.935,C2
53.6450677,-9.4710482,27.4,1.4,4.51,6.6,2.09,3.9,23.6,2.89,0.287,0.274,0.55,53.4,0.641,1.15,0.177,C2
53.6600084,-9.5859636,9.2,1.01,3.94,11.9,1.34,2.9,23.7,1.5,0.11,0.197,0.4,29.1,0.347,0.7,0.094,C2
53.6620781,-9.465105,46.6,13.65,5.26,33.1,7.87,27.1,12.4,6.39,0.1935,1.125,0.73,25.8,0.322,0.79,0.483,C2
53.571457,-9.5577847,31.4,17.05,17.85,241,9.07,85.7,51.4,8.99,0.1635,5.76,0.87,21,0.551,0.63,0.379,C2
53.5914007,-9.6506181,44.1,4.38,4.17,25,2.32,11,9.2,1.86,0.1405,0.489,0.55,23.3,0.215,0.69,0.553,C2
53.5731775,-9.4635094,377,26.8,32.2,2280,25,48.9,54.7,14.75,0.1465,11.2,0.74,21.4,0.689,0.81,1.135,C2
53.5881278,-9.6165408,58.2,5.45,2.67,22.7,1.55,18.9,4.4,1.31,0.0844,0.408,0.26,11.9,0.145,0.42,0.494,C2
53.6796332,-9.5313833,36.6,8.63,3.51,35.1,4.57,17.6,7.8,1.02,0.0564,0.83,0.22,7.88,0.106,0.3,0.29,C2
53.6847905,-9.4129615,12.7,2.05,5.12,7.7,2.67,4,31.6,2.56,0.1535,0.293,0.45,39.3,0.397,1.04,0.108,C2
53.5729533,-9.4367811,45.6,1.99,4.27,30.1,2.62,4.1,11.7,3.66,0.0816,1.2,0.49,15.95,0.214,0.4,0.162,C2
53.4760583,-9.6349768,46.7,8.62,5.75,406,2.97,60.4,14.1,7.25,0.289,2.49,2.58,37.4,0.358,1.18,3.08,C2
53.6274884,-9.4698925,56.6,7.67,3.14,176.5,3.18,12.9,10.9,1.27,0.094,1.86,0.34,17.8,0.171,0.42,0.559,C2
53.5681428,-9.6126086,37.7,2.24,5.4,16,1.87,6.3,19.5,3.2,0.227,0.57,0.83,42.6,0.424,1.04,0.439,C2
53.3938676,-9.5190309,28.8,2.06,2.58,9.3,1.71,4,6.9,1.14,0.1015,0.299,0.45,17.75,0.148,0.47,1.13,C2
53.4152753,-9.4988422,29.9,4.8,5.26,389,2.68,17.3,12.8,3.11,0.157,3.69,0.82,32.9,0.291,0.78,0.873,C2
53.4416721,-9.6393602,11.9,0.93,3.76,16.2,1.25,3.3,37,1.7,0.1075,0.317,0.47,17.75,0.248,0.77,0.084,C2
53.2982751,-9.5663198,14.3,1.71,3.14,12.5,1.28,3.9,6.3,0.53,0.0503,0.495,0.63,11.75,0.114,0.33,1.395,C2
53.3015185,-9.5456927,17.9,6.56,3.47,11.2,1.89,11.8,6,0.64,0.187,0.438,0.72,20.4,0.085,0.41,3.39,C2
53.4240391,-9.5555644,9,0.98,3.4,12.8,1.48,2.7,53.9,1.32,0.12,0.213,0.43,22.9,0.327,0.58,0.178,C2
53.4608385,-9.488341,18.4,2.17,3.12,8,1.36,5.1,10.7,1.79,0.103,0.249,0.43,20.3,0.224,0.49,0.585,C2
53.2644101,-9.5790055,22.7,3.87,35.1,51,2,7.5,8.3,2.96,0.0528,0.684,0.39,13.5,0.09,0.92,2.54,C2
53.2586969,-9.5970776,19.2,2.45,4.32,10.5,1.11,5.8,8.2,0.52,0.0803,0.355,0.58,15.2,0.08,0.4,4.04,C2
53.4468366,-9.4630465,20.3,0.86,3.16,9.9,1,2.3,26.4,1.44,0.0912,0.18,0.55,20.1,0.262,0.49,0.163,C2
53.3149927,-9.5460595,15.7,3.08,4.41,67.8,1.36,10.6,9.3,1.47,0.105,0.692,1.46,21.1,0.734,0.72,1.455,C2
53.5517345,-9.4928869,76.8,24.7,9.24,275,11.45,75,26.9,8.29,0.1275,3.71,0.84,21.7,0.439,0.84,0.806,C2
53.4848749,-9.5554091,59.4,2.01,5.22,97.7,2.51,6.9,53.9,2.11,0.245,0.746,0.72,42.3,0.288,1.35,2.19,C2
53.4050902,-9.4600047,19,1.08,4.15,18.2,1.22,2.7,38.1,2.54,0.1575,0.279,0.44,29.6,0.43,0.66,0.12,C2
53.4768651,-9.5228826,25.3,3.51,2.32,29.6,1.81,5.4,6.3,1.92,0.117,0.294,0.54,36,0.155,0.51,9.68,C2
53.4659116,-9.5214664,6.6,1.29,3.77,6.7,1.51,3.6,31.3,1.93,0.1815,0.214,0.43,32.2,0.501,0.95,0.535,C2
53.3877521,-9.4966578,21.4,5.87,7.29,125.5,2,16.2,18.5,3.31,0.1975,2.15,1.31,43.2,0.231,0.71,1.345,C2
53.3924824,-9.4563864,11.4,0.99,3.1,40.7,1.18,2.6,26.2,1.92,0.1185,0.363,0.54,25.3,0.24,0.51,0.2,C2
53.5003039,-9.5539844,6.6,0.81,2.38,41.5,0.85,1.8,8.7,0.99,0.0539,0.242,0.42,12.5,0.128,0.27,0.164,C2
53.2833106,-9.5774381,23.8,1.72,3.36,58.8,1.42,5.2,6.7,0.95,0.0318,0.412,0.64,10.2,0.07,0.22,4.77,C2
53.5201788,-9.5163087,33.5,7.15,4.66,111.5,2.45,13,9,2.96,0.152,1.445,1.13,25.5,0.176,0.65,0.809,C2
53.4293001,-9.5819209,14.7,3.35,4,30,2.22,9.2,12.2,2.86,0.1305,0.461,0.72,23.9,0.206,0.49,0.634,C2
53.4597667,-9.4586578,82.9,1.58,2.83,108,1.26,3.3,26,4.84,0.216,0.41,2.73,38,0.456,0.61,0.701,C2
53.393588,-9.582761,6.7,0.57,2.59,29.7,0.85,1.9,32.6,1.1,0.0505,0.166,0.24,15.15,0.3,0.45,0.218,C2
53.3002919,-9.6052294,25.6,8.38,40.4,65.5,3.58,17.6,12.8,7.59,0.1005,1.235,0.53,17.55,0.123,1.01,4.43,C2
53.3896221,-9.5404051,5.2,0.7,2.66,18,0.94,2,43.3,1.78,0.1225,0.179,0.28,21.6,0.349,0.48,0.141,C2
53.5001317,-9.6356016,10.8,1.49,4.66,11.5,1.86,3.2,13.1,2.09,0.153,0.439,0.53,32.3,0.28,0.63,0.25,C2
53.5486414,-9.4683659,34.4,7.4,2.92,13.9,2.75,12.1,6.4,1.74,0.069,0.553,0.31,11.85,0.145,0.46,0.331,C2
53.4266451,-9.4899898,10.1,1.46,4.08,11.1,1.42,3.5,21.6,1.55,0.119,0.353,0.57,25.1,0.333,0.68,0.17,C2
53.4257518,-9.6067479,34.2,16.5,4.95,179,3.67,55.4,11.5,2.63,0.103,2.53,1.48,19.6,0.169,0.61,0.803,C2
53.2837182,-9.4869472,11.9,1.94,3.42,9.4,1.33,3.7,8.4,1.42,0.0853,0.323,0.6,22.5,0.244,0.47,0.423,C2
53.2687687,-9.4859638,10.4,2.3,3.26,12.8,1.36,5.2,7.9,1.03,0.167,0.378,1.33,15.95,0.214,0.53,0.903,C2
53.371439,-9.5525503,11.5,3.91,4.05,13.6,1.67,6.1,15.5,1.12,0.0834,0.51,0.54,18.95,0.151,0.37,4.26,C2
53.5009453,-9.4858724,43.7,34,26.9,293,13.95,65.6,31.4,4.73,0.236,5.85,1.53,22.6,0.158,1.09,1.01,C2
53.4081589,-9.5166077,69,7.85,8.35,2050,3.25,25.3,17.8,3.96,0.1125,5.92,1.84,22.3,0.197,0.54,3.98,C2
53.2372993,-9.5857513,175.5,4.4,18.1,50.8,1.85,9.5,16.8,8.7,0.0995,0.841,0.59,28,0.122,0.86,3.9,C2
53.4964148,-9.6102171,17.6,1.26,6.29,57.9,1.86,3.1,34.2,2,0.179,0.376,0.83,38.6,0.436,0.84,0.256,C2
53.3241637,-9.6068757,29.4,3,4.56,14.7,1.97,7.3,4.6,1.09,0.0829,0.608,0.82,14.25,0.164,0.39,2.58,C2
53.5203927,-9.4015599,88.3,33.1,30.6,672,12.95,42.5,33.6,10.05,0.1445,5.82,1.35,22.1,0.247,0.66,0.871,C2
53.6111984,-9.5859924,77.9,18.75,2.42,74.8,2.74,43.3,6.7,3.16,0.0979,1.21,0.39,17.8,0.142,0.44,1.385,C2
53.2496576,-9.6117086,114,2.07,8.08,27.9,0.83,4.6,5.2,0.69,0.1225,0.276,0.37,18.35,0.08,0.36,9.97,C2
53.4477288,-9.4911791,103.5,23.1,3.05,161.5,2.9,56.2,8.8,6.52,0.1925,1.53,0.75,34.3,0.275,0.8,2.03,C2
53.3703246,-9.49196,9,1.36,3.08,18.3,1.24,3.2,22.5,1.44,0.0976,0.216,0.54,18.25,0.209,0.61,0.245,C2
53.5061257,-9.4226882,81.7,2.22,3.91,23.5,1.22,7.4,12.9,0.78,0.0952,0.455,0.68,16.6,0.147,0.51,0.423,C2
53.2457893,-9.5791288,48.2,3.59,20.9,43.2,1.55,9.7,8.5,11.3,0.0983,0.543,0.6,18.3,0.09,0.66,3.38,C2
53.4118857,-9.6352817,16.1,0.83,5.27,20.9,1.17,2.5,16.9,1.2,0.0884,0.335,0.93,18.15,0.228,0.48,0.11,C2
53.287628,-9.5980515,87.4,5.34,14.7,45.1,4.22,9.7,5.7,8.63,0.0872,1.17,1.32,15.25,0.175,0.79,1.95,C2
53.446005,-9.3966267,13.5,0.81,4.33,33,1.47,3.4,32.4,3.72,0.1515,0.472,0.53,28.5,0.334,1.12,0.119,C2
53.4873793,-9.4957635,65,34,28.2,301,18.55,56.5,60.9,3.79,0.1875,6.75,1.83,18.45,0.129,1.07,1.565,C2
53.2872723,-9.5362111,17.1,3,9.35,8.4,1.88,6.4,6,1.83,0.1955,0.511,1.28,19,0.113,0.53,1.875,C2
53.4602162,-9.4296446,16.8,1.22,4.55,16.7,2.07,4.2,33.2,2.38,0.219,0.448,0.68,40.6,0.492,1.28,0.269,C2
53.4437974,-9.4380484,24.8,4.75,2.26,43.6,2.1,8,10,1.2,0.0942,0.612,0.44,18.2,0.161,0.52,0.517,C2
53.5035941,-9.4700341,31.6,13.05,9.58,148.5,6.19,26.2,18.5,2.11,0.21,1.99,0.8,17.1,0.135,0.8,0.533,C2
53.500578,-9.5769776,11.5,1.51,3.44,6.6,1.44,2.9,10.3,1.07,0.0817,0.289,0.64,15.95,0.156,0.4,0.223,C2
53.4479579,-9.5748772,39.2,3.41,2.8,1945,1.83,8.3,16.4,4.73,0.1035,1.215,0.48,24.2,0.243,0.55,0.158,C2
53.3715808,-9.5113863,14.2,2.38,1.75,14,1.08,5.7,9,1.11,0.1475,0.294,0.41,25,0.185,0.43,0.335,C2
53.4658367,-9.5579657,35.8,0.91,3.35,21.9,1.28,2.9,23,1.97,0.146,0.341,0.55,26.9,0.329,0.75,0.22,C2
53.5179452,-9.499614,15.8,10.55,2.5,16.8,2.69,14.6,6.9,22.4,0.1215,1,1.01,22.7,0.229,0.5,0.337,C2
53.4211397,-9.6327637,7.6,0.84,3.96,19.4,1.41,3,62.8,1.46,0.1205,0.251,0.47,20.9,0.351,0.75,0.133,C2
53.3587135,-9.5485127,49.7,1.85,3.55,188,1.19,4.6,6.2,1.13,0.0987,0.65,0.65,19.95,0.161,0.44,1.89,C2
53.5165003,-9.6384934,8.9,0.95,3.91,10.4,1.49,3.1,15,2.05,0.1655,0.303,0.63,32.9,0.289,0.89,0.161,C2
53.4587418,-9.58568,7.1,0.83,3.24,12.2,1.27,2.8,33.2,2.1,0.1595,0.219,0.42,28,0.354,0.65,0.15,C2
53.5139956,-9.5822699,7.3,5.49,4.83,49.9,2.58,12.4,8,10,0.234,1.46,1.06,45.9,0.394,1.01,0.276,C2
53.2705126,-9.5130805,9.9,2.28,3.94,402,1.53,3.4,27.5,4.07,0.134,2.72,2.14,19.85,0.456,0.48,0.376,C2
53.5349286,-9.4647693,25.7,2.87,5.39,29.6,2.19,3.9,10.4,1.71,0.123,0.645,0.6,24.6,0.226,0.56,0.415,C2
53.4455625,-9.3680755,83.5,2.89,2.34,7,2.24,5.2,11.7,2.69,0.1125,0.554,1.88,25.1,0.202,0.49,1.315,C2
53.3427455,-9.1484375,23.6,6.32,8.43,88.9,3.75,7.8,26.2,1.38,0.0646,1.025,0.59,29.3,0.23,0.52,3.89,C2
53.1358017,-9.190906,8,7.82,3.34,99.2,5.47,13.7,40.6,7.02,0.0582,1.41,1.65,11.4,0.14,0.37,2.89,C2
53.3708703,-9.5774262,18.1,1.88,3.66,43.4,1.6,4.3,10.8,0.81,0.0516,0.399,0.59,12.2,0.117,0.34,1.77,C2
53.3615098,-9.4904954,7.4,0.66,2.52,9.7,0.78,1.5,27.3,1.07,0.0517,0.185,0.42,11.05,0.166,0.26,0.098,C2
53.3515661,-9.5123453,7,0.76,2.62,13.3,1.05,2.2,18,1.49,0.0816,0.204,0.33,16.6,0.324,0.47,0.1,C2
53.235176,-9.533746,11.1,2.38,4.33,8.8,1.24,5.9,5.1,1.3,0.301,0.454,3.6,17.65,0.095,0.48,17.05,C2
53.1650569,-9.0291703,23.9,15.05,7.42,165.5,11.2,15.9,34.3,3.41,0.0779,2.99,0.35,11.05,0.115,0.6,0.673,C2
53.3197393,-9.5679463,13.3,1.93,2.71,16.6,1.42,4.7,11,1.06,0.0778,0.415,0.75,14.5,0.164,0.38,1.22,C2
53.4058355,-9.5478177,11.4,1.47,3.01,6.9,1.37,4.1,13.3,1.94,0.111,0.325,0.61,23.2,0.232,0.47,3.71,C2
53.3336937,-9.525719,27.3,1.08,2.97,8.9,1.33,2.5,20.7,1.04,0.0683,0.376,0.78,10.85,0.182,0.35,0.479,C2
53.3367802,-9.5428539,29.4,1.12,3.53,17,1.25,2.9,9.6,1.18,0.0662,0.325,0.83,12.9,0.178,0.35,0.508,C2
53.4127127,-9.4066198,10,0.98,3.24,9.7,1.69,3.2,19.1,2.25,0.1725,0.32,0.51,30,0.471,1.11,0.127,C2
53.4414901,-9.5499861,10.2,1.91,3.15,7.1,2.33,3.6,24.6,1.6,0.093,0.283,0.47,20.6,0.292,0.58,0.335,C2
53.4835116,-9.441229,25.5,7.13,6.35,109.5,3.11,23.1,9.7,2.02,0.1385,2.57,1.25,19.4,0.212,0.67,0.442,C2
53.3079271,-9.4205013,9.1,0.96,3.15,10.1,1.27,2.6,31.3,2.52,0.1395,0.247,0.38,23.9,0.444,0.6,0.134,C2
53.244704,-9.5152561,6.6,0.93,1.95,5.7,0.84,1.4,4.3,0.59,0.1965,0.14,0.75,13.6,0.111,0.63,2.92,C2
53.4673614,-9.3975987,20,6.98,5,38,3.31,10.2,17.7,3.59,0.112,0.934,0.8,20.4,0.268,0.69,0.342,C2
53.4781153,-9.4038867,66.7,33.3,34.3,418,13.3,65.1,60.6,7.97,0.313,5.98,1.8,19.15,0.275,1.38,3.09,C2
53.3358183,-9.1333297,11.4,1.77,2.68,15.2,1.55,2.9,17,1.43,0.0665,0.293,0.34,15.55,0.352,0.47,0.911,C2
53.4275685,-9.2767789,10,1.83,2.7,18.8,1.24,3.4,17,0.96,0.0515,0.214,0.33,24.4,0.482,1.31,0.42,C2
53.3237504,-9.1295731,27.7,5.12,5.35,35.7,3.78,5.6,16,1.38,0.0747,0.459,0.4,23.9,0.352,0.45,5.69,C2
53.2978169,-9.5112707,16.6,1.75,5.22,32.8,1.67,7.9,40.1,2.61,0.372,0.532,1.2,25.6,0.412,0.63,1.455,C2
53.3185695,-9.5194471,8.2,1.36,2.31,7.9,1.14,3.1,11.4,1.11,0.0575,0.247,0.36,11.65,0.171,0.36,0.352,C2
53.1476558,-9.0338658,29.7,26.9,3.95,517,19.35,48,46.1,19.95,0.159,5.55,5.99,18.4,0.186,0.54,2.39,C2
53.355961,-9.5707324,12.4,2.68,2.57,12.5,1.34,5.5,6.7,0.72,0.0689,0.282,0.65,14.1,0.102,0.4,3.78,C2
53.4110869,-9.4270191,11.8,0.74,2.89,7.2,2.06,2.2,21.2,1.68,0.1235,0.293,0.37,24.9,0.286,0.64,0.095,C2
53.3757528,-9.4376935,9.7,1.06,3.14,8.3,1.08,2.8,22.3,1.82,0.1085,0.174,0.64,19.3,0.267,0.6,0.239,C2
53.2517047,-9.6427861,38.2,7.72,31.6,108.5,2.88,21.5,14.5,8.69,0.163,1.73,1.76,39.8,0.119,0.74,8.54,C2
53.3985502,-9.1865473,5.9,0.68,1.85,9,0.91,1.5,30,1.84,0.0844,0.173,0.17,15.4,0.216,0.37,0.082,C2
53.2260491,-6.3116973,8.6,1.03,5.97,15.9,1.49,2.8,22.6,4.2,0.684,0.249,0.3,63.1,0.688,2.29,0.659,C2
53.4333407,-9.3476408,82.1,1.23,3.48,33.9,1.3,3.3,13.1,1.62,0.0871,0.448,0.49,18,0.231,0.59,0.572,C2
53.1489821,-9.0955971,23.5,10.3,8.39,409,10.35,12.7,51,5.09,0.1085,2.73,0.5,12.1,0.259,0.48,0.735,C2
53.4645918,-9.3760957,36.5,10.15,5.23,81.9,3.24,19.7,16.8,2.78,0.1925,1.47,1,21.8,0.277,0.87,0.85,C2
53.3996794,-9.1331764,21.5,5.7,6.21,45.9,3.61,9.5,12.4,1.54,0.0596,0.782,0.37,13.9,0.189,0.4,1.125,C2
53.3422457,-9.4612954,14.6,1.73,6.11,28.6,1.53,4.3,25.5,1.06,0.135,0.39,0.94,16.5,0.231,0.5,0.533,C2
53.2493911,-9.3901706,8,1.81,3.76,6.8,2.09,2.1,29.7,0.89,0.0569,0.259,0.51,26,0.145,0.31,1.375,C2
53.3543206,-9.4504142,10.2,0.53,3.26,37.9,0.94,2,26,1.35,0.0906,0.212,0.36,19.45,0.34,0.69,0.063,C2
53.3445531,-9.4782368,9.8,0.69,2.9,7.5,0.91,1.7,15.3,1.5,0.0719,0.142,0.47,16.55,0.266,0.39,0.071,C2
53.2384663,-9.3737149,20.2,1.1,5.64,66.5,1.14,3.5,11.9,1.4,0.077,0.424,1.5,12.7,0.144,0.5,0.791,C2
53.3224967,-9.4523062,7.3,6.51,2.76,11.6,4.21,2.6,23.1,1.59,0.084,0.215,0.51,17.75,0.274,0.52,0.151,C2
53.3922482,-9.3877711,8.4,1.77,2,6.6,1.6,4,29.8,2.26,0.1325,0.251,0.47,28.9,0.305,0.63,0.899,C2
53.2334526,-9.4309744,19.5,3.02,17.2,480,2.24,10.6,36,9.51,0.238,1.935,2.59,35.4,0.196,0.6,10.4,C2
53.3033794,-9.2147189,51.5,19.2,24.9,523,12.35,34.5,60.7,4.87,0.17,5.87,0.56,30.2,0.202,1.5,2.2,C2
53.3013003,-9.2524148,9.3,0.86,3.02,12.5,1.09,2.1,5.8,1.76,0.0873,0.191,0.43,20.3,0.255,0.55,0.147,C2
53.387632,-9.4302026,13.4,2.07,4.26,18.4,1.93,5.7,24.9,1.86,0.166,0.43,0.68,31.5,0.308,0.75,0.347,C2
53.2666741,-9.4517479,18.2,4.5,2.49,12.5,1.06,6.7,9.2,3.86,0.0887,0.174,0.67,16.8,0.236,0.35,0.709,C2
53.3035626,-9.4909819,6.8,0.96,2.88,9.4,1.12,2.4,12.8,1.8,0.0829,0.214,0.44,16.75,0.252,0.63,0.215,C2
53.3435909,-8.976739,32.9,24.6,34.2,110.5,23,36.1,40.8,5.67,0.103,2.65,0.53,24.9,0.519,1.15,11.5,C2
53.3433489,-9.2807632,12,0.73,3.95,17.3,1.07,2,15.5,1.36,0.0691,0.231,0.69,16.25,0.304,0.67,0.106,C2
53.3538849,-9.2202544,17.1,4.56,8.96,62.4,2.04,11.1,11.2,1.27,0.0974,0.692,0.6,16.05,0.185,0.54,3.23,C2
53.4067178,-9.3727685,17.8,1.81,3.66,8.3,1.63,5.4,8.6,1.39,0.0857,0.513,0.39,20.4,0.225,0.53,0.173,C2
53.2392507,-9.3387204,7.3,3.26,6.64,77.6,2.72,7.1,21.5,4.58,0.0857,0.828,1.55,11.45,0.126,0.44,1.395,C2
53.3985158,-9.3019786,28.3,5.36,4.22,148.5,2.86,10.1,16.7,1.6,0.0764,1.89,0.64,16.05,0.18,0.82,0.313,C2
53.3947128,-9.3459391,10.9,1.13,3.96,15.1,1.79,4,18.3,2.6,0.1785,0.366,0.78,35.5,0.517,1.24,0.188,C2
